Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês
14;2015;;15/07/2015;01/07/15
84;2011;21/11/2011;06/04/2011;01/04/11
6;2011;24/05/2011;06/04/2011;01/04/11
65,5;2011;21/03/2014;13/04/2011;01/04/11
4;2011;11/08/2011;13/04/2011;01/04/11
19;2011;30/05/2011;12/04/2011;01/04/11
63;2011;28/07/2011;12/04/2011;01/04/11
32,58;2011;07/04/2014;10/04/2011;01/04/11
4;2011;09/06/2011;08/04/2011;01/04/11
61;2011;23/09/2011;13/04/2011;01/04/11
104;2011;;08/04/2011;01/04/11
22;2011;14/06/2011;12/04/2011;01/04/11
300;2011;;08/04/2011;01/04/11
20,55;2013;07/05/2014;31/10/2013;01/10/13
22,8;2014;30/10/2014;25/07/2014;01/07/14
62;2012;06/06/2012;06/03/2012;01/03/12
10;2011;03/05/2011;18/04/2011;01/04/11
3;2011;24/04/2014;19/04/2011;01/04/11
5;2011;13/03/2012;19/04/2011;01/04/11
140;2011;06/12/2011;19/04/2011;01/04/11
5;2011;;20/04/2011;01/04/11
3;2011;22/07/2013;21/04/2011;01/04/11
375,6;2011;07/12/2012;26/04/2011;01/04/11
6;2011;29/11/2013;27/04/2011;01/04/11
8;2011;30/05/2011;27/04/2011;01/04/11
4,5;2011;24/09/2014;28/04/2011;01/04/11
33,34;2011;28/01/2014;29/04/2011;01/04/11
1;2011;06/01/2012;02/05/2011;01/05/11
7;2011;30/01/2012;03/05/2011;01/05/11
3;2011;14/06/2011;06/05/2011;01/05/11
31,1;2011;14/02/2012;05/05/2011;01/05/11
28;2011;15/02/2012;03/05/2011;01/05/11
110;2011;26/01/2012;05/05/2011;01/05/11
294,75;2011;07/07/2015;03/05/2011;01/05/11
48;2011;;05/05/2011;01/05/11
34,36;2019;22/05/2020;03/07/2019;01/07/19
453,7;2011;;08/08/2011;01/08/11
2;2011;27/06/2013;11/05/2011;01/05/11
10;2011;;12/05/2011;01/05/11
8;2011;22/03/2012;09/05/2011;01/05/11
48;2011;31/01/2014;11/05/2011;01/05/11
12;2011;;11/05/2011;01/05/11
355;2011;11/02/2014;11/05/2011;01/05/11
44;2011;07/03/2012;09/05/2011;01/05/11
44,8;2011;10/07/2012;11/05/2011;01/05/11
28;2011;09/04/2012;13/05/2011;01/05/11
0,7;2011;04/07/2012;13/05/2011;01/05/11
131;2011;29/11/2012;16/05/2011;01/05/11
82;2011;15/08/2012;16/05/2011;01/05/11
30;2011;07/12/2012;16/05/2011;01/05/11
533,25;2011;23/09/2015;22/06/2011;01/06/11
71;2011;22/11/2011;17/05/2011;01/05/11
0,27;2011;;17/05/2011;01/05/11
6;2011;18/02/2014;19/05/2011;01/05/11
7;2011;;19/05/2011;01/05/11
152;2013;14/10/2015;20/01/2013;01/01/13
4;2013;18/03/2013;18/01/2013;01/01/13
6,12;2011;22/10/2013;23/05/2011;01/05/11
6;2011;31/05/2011;23/05/2011;01/05/11
10,08;2011;13/02/2012;09/06/2011;01/06/11
50;2011;30/12/2013;24/05/2011;01/05/11
141,75;2011;18/02/2014;25/05/2011;01/05/11
24,85;2014;20/01/2015;22/07/2014;01/07/14
105;2011;;26/05/2011;01/05/11
56;2011;13/03/2012;26/05/2011;01/05/11
18;2011;15/04/2013;27/05/2011;01/05/11
151;2011;29/05/2014;27/05/2011;01/05/11
22,23;2011;16/08/2018;27/05/2011;01/05/11
64;2013;10/01/2014;20/01/2013;01/01/13
38;2012;09/03/2012;06/03/2012;01/03/12
30,7;2011;19/11/2012;;01/12/99
6;2012;;24/10/2012;01/10/12
2;2011;06/01/2012;30/05/2011;01/05/11
35;2011;24/08/2012;31/05/2011;01/05/11
20;2011;03/04/2012;01/06/2011;01/06/11
1;2011;;01/06/2011;01/06/11
17;2011;05/10/2012;13/09/2011;01/09/11
98,3;2011;18/02/2013;21/07/2011;01/07/11
1;2011;;10/06/2011;01/06/11
6;2011;;02/06/2011;01/06/11
83;2011;08/12/2011;16/09/2011;01/09/11
13,25;2011;03/05/2012;24/06/2011;01/06/11
22;2011;;28/06/2011;01/06/11
139;2011;;01/06/2011;01/06/11
179,29;2011;27/10/2011;01/06/2011;01/06/11
38;2011;13/09/2011;13/06/2011;01/06/11
6,5;2011;09/04/2012;03/06/2011;01/06/11
285,6;2011;11/03/2019;02/06/2011;01/06/11
12;2012;20/03/2012;07/02/2012;01/02/12
9;2011;;02/06/2011;01/06/11
2,25;2011;03/07/2012;07/07/2011;01/07/11
330;2011;12/06/2012;03/06/2011;01/06/11
1;2011;;07/06/2011;01/06/11
208;2011;17/11/2011;06/06/2011;01/06/11
11;2011;;30/06/2011;01/06/11
102;2011;14/10/2011;06/06/2011;01/06/11
172;2011;03/06/2013;14/06/2011;01/06/11
41;2011;04/01/2012;09/06/2011;01/06/11
56,06;2011;01/10/2013;20/06/2011;01/06/11
5;2011;02/02/2012;09/06/2011;01/06/11
5;2011;10/02/2012;01/07/2011;01/07/11
86,22;2011;21/05/2013;22/06/2011;01/06/11
98,94;2017;09/09/2020;07/04/2017;01/04/17
9;2011;09/04/2012;10/06/2011;01/06/11
22;2011;23/09/2011;13/06/2011;01/06/11
0,6;2011;08/02/2012;13/06/2011;01/06/11
8,8;2011;29/02/2012;16/06/2011;01/06/11
6;2011;12/03/2012;16/06/2011;01/06/11
2,4;2011;01/03/2012;15/06/2011;01/06/11
8,5;2011;;20/06/2011;01/06/11
64,79;2011;01/10/2013;20/06/2011;01/06/11
144,01;2011;01/10/2013;20/06/2011;01/06/11
331,71;2011;20/02/2017;20/06/2011;01/06/11
8;2011;22/03/2012;30/06/2011;01/06/11
117;2011;20/04/2015;30/06/2011;01/06/11
14;2013;14/08/2013;07/05/2013;01/05/13
6;2011;03/10/2011;22/06/2011;01/06/11
30;2011;;24/06/2011;01/06/11
79,5;2011;26/04/2018;24/06/2011;01/06/11
37;2011;;15/07/2011;01/07/11
968,49;2011;;06/07/2011;01/07/11
5,25;2011;15/10/2019;30/06/2011;01/06/11
10;2011;22/08/2011;04/07/2011;01/07/11
298,5;2011;18/04/2012;24/06/2011;01/06/11
20;2011;;24/06/2011;01/06/11
10;2011;05/10/2011;24/06/2011;01/06/11
4,5;2011;14/11/2014;29/06/2011;01/06/11
17;2011;;28/06/2011;01/06/11
7;2011;;28/06/2011;01/06/11
69,33;2011;16/09/2019;30/06/2011;01/06/11
138,97;2011;11/05/2013;04/07/2011;01/07/11
10;2015;10/12/2015;21/01/2015;01/01/15
192;2011;15/01/2013;29/06/2011;01/06/11
6,12;2011;;29/06/2011;01/06/11
323;2011;24/09/2012;01/07/2011;01/07/11
97,53;2014;08/06/2015;31/07/2014;01/07/14
287,17;2011;22/02/2016;30/06/2011;01/06/11
312,43;2011;25/09/2013;30/06/2011;01/06/11
12;2011;;30/06/2011;01/06/11
1;2011;;11/08/2011;01/08/11
73,5;2011;10/10/2014;02/08/2011;01/08/11
23;2011;18/11/2011;04/07/2011;01/07/11
32;2011;23/07/2013;01/07/2011;01/07/11
6;2011;27/06/2013;01/07/2011;01/07/11
5;2011;;14/07/2011;01/07/11
1,2;2011;04/02/2013;03/08/2011;01/08/11
4;2011;;05/07/2011;01/07/11
27,8;2011;09/02/2012;05/10/2011;01/10/11
243;2011;12/09/2013;13/10/2011;01/10/11
3,5;2011;10/09/2012;29/09/2011;01/09/11
0,6;2011;;07/07/2011;01/07/11
5;2011;;06/07/2011;01/07/11
20;2011;28/02/2012;03/10/2011;01/10/11
0,6;2011;;08/07/2011;01/07/11
24;2011;16/05/2012;08/07/2011;01/07/11
32;2011;24/11/2011;08/07/2011;01/07/11
43,2;2011;05/10/2011;08/07/2011;01/07/11
148;2011;22/11/2011;08/07/2011;01/07/11
68;2011;31/10/2011;08/07/2011;01/07/11
77,4;2011;15/06/2012;13/07/2011;01/07/11
6;2011;;27/07/2011;01/07/11
15;2011;09/05/2012;26/07/2011;01/07/11
8;2011;;14/07/2011;01/07/11
9;2011;09/01/2014;14/07/2011;01/07/11
167;2011;14/11/2013;19/07/2011;01/07/11
6;2011;29/11/2013;16/08/2011;01/08/11
1;2011;;02/08/2011;01/08/11
6;2011;16/07/2014;09/08/2011;01/08/11
47;2011;14/12/2012;18/07/2011;01/07/11
89;2011;24/09/2015;18/07/2011;01/07/11
211,25;2011;13/02/2017;18/07/2011;01/07/11
96;2011;03/09/2013;26/07/2011;01/07/11
96;2011;01/02/2012;18/07/2011;01/07/11
11;2011;;18/07/2011;01/07/11
44;2011;24/11/2011;18/07/2011;01/07/11
38;2011;;16/09/2011;01/09/11
3;2011;16/01/2012;19/07/2011;01/07/11
5,5;2014;06/11/2015;24/07/2014;01/07/14
2;2011;10/09/2012;25/07/2011;01/07/11
12,2;2011;03/02/2014;08/08/2011;01/08/11
10,5;2011;22/04/2016;20/07/2011;01/07/11
43;2011;18/05/2012;21/07/2011;01/07/11
59;2011;06/03/2013;21/07/2011;01/07/11
23;2011;18/05/2012;21/07/2011;01/07/11
1207,49;2011;07/01/2016;21/07/2011;01/07/11
80;2013;;29/04/2013;01/04/13
51;2011;10/04/2012;25/07/2011;01/07/11
90;2011;07/12/2012;25/07/2011;01/07/11
80;2011;21/03/2012;12/08/2011;01/08/11
56;2011;16/04/2013;25/07/2011;01/07/11
6;2011;02/02/2012;21/09/2011;01/09/11
14;2011;21/03/2012;26/07/2011;01/07/11
3;2011;;26/07/2011;01/07/11
11;2011;06/06/2012;26/07/2011;01/07/11
103,95;2017;;10/04/2017;01/04/17
106;2011;03/04/2012;25/07/2011;01/07/11
9;2012;;26/03/2012;01/03/12
30;2011;17/01/2012;25/07/2011;01/07/11
16;2011;06/12/2011;26/07/2011;01/07/11
4,5;2011;06/12/2017;28/07/2011;01/07/11
73;2011;05/04/2012;12/09/2011;01/09/11
16;2011;19/07/2012;06/09/2011;01/09/11
6;2011;22/09/2011;28/07/2011;01/07/11
133;2011;26/07/2012;28/07/2011;01/07/11
932;2011;29/09/2014;22/08/2011;01/08/11
195,2;2011;17/04/2012;15/08/2011;01/08/11
18;2011;06/08/2012;05/08/2011;01/08/11
22;2011;30/05/2012;02/09/2011;01/09/11
8;2011;06/01/2012;02/08/2011;01/08/11
1;2011;06/01/2012;02/08/2011;01/08/11
220;2011;25/10/2012;02/08/2011;01/08/11
33,1;2011;18/02/2013;10/08/2011;01/08/11
6,12;2011;06/05/2014;15/08/2011;01/08/11
33;2011;17/11/2011;05/08/2011;01/08/11
12;2011;27/01/2012;03/08/2011;01/08/11
931,71;2011;05/02/2016;10/10/2011;01/10/11
45;2011;26/03/2013;04/08/2011;01/08/11
1;2011;04/04/2012;04/08/2011;01/08/11
50,2;2011;06/06/2012;30/08/2011;01/08/11
6;2011;19/04/2012;09/08/2011;01/08/11
16;2011;;11/08/2011;01/08/11
4;2011;04/10/2013;05/08/2011;01/08/11
96;2011;13/04/2012;24/08/2011;01/08/11
5;2011;07/03/2013;11/08/2011;01/08/11
75,6;2011;12/04/2012;10/08/2011;01/08/11
32;2011;27/03/2012;10/08/2011;01/08/11
11;2011;04/05/2012;10/08/2011;01/08/11
34,7;2011;02/02/2012;10/08/2011;01/08/11
22;2011;27/08/2012;11/08/2011;01/08/11
1;2011;;10/08/2011;01/08/11
1;2011;27/01/2012;09/08/2011;01/08/11
1;2011;;09/08/2011;01/08/11
34;2011;26/03/2012;09/08/2011;01/08/11
23;2011;21/10/2015;09/08/2011;01/08/11
83;2011;08/12/2011;10/08/2011;01/08/11
42,75;2011;02/12/2011;10/08/2011;01/08/11
36,53;2011;23/01/2017;11/08/2011;01/08/11
84,24;2011;12/04/2012;10/08/2011;01/08/11
5,25;2011;02/02/2012;17/08/2011;01/08/11
2638,74;2011;29/12/2014;12/08/2011;01/08/11
6;2011;29/11/2013;16/08/2011;01/08/11
66,1;2011;18/07/2012;18/08/2011;01/08/11
31;2011;14/10/2013;11/08/2011;01/08/11
3;2011;;16/08/2011;01/08/11
101,92;2011;30/12/2014;18/08/2011;01/08/11
9;2011;07/07/2014;12/08/2011;01/08/11
6;2011;02/03/2012;12/08/2011;01/08/11
315;2011;;12/08/2011;01/08/11
304;2011;19/07/2012;12/08/2011;01/08/11
6;2011;21/05/2013;23/08/2011;01/08/11
224,1;2011;05/07/2012;06/09/2011;01/09/11
40;2011;17/11/2011;26/08/2011;01/08/11
1;2011;21/05/2013;26/08/2011;01/08/11
70;2011;12/09/2013;24/10/2011;01/10/11
3;2011;;26/08/2011;01/08/11
35;2011;03/04/2014;16/08/2011;01/08/11
20;2011;05/04/2012;18/08/2011;01/08/11
15;2011;29/06/2012;01/09/2011;01/09/11
11;2017;;06/04/2017;01/04/17
1;2011;06/01/2012;23/08/2011;01/08/11
1;2011;;23/08/2011;01/08/11
12;2015;;03/02/2015;01/02/15
1;2011;;23/08/2011;01/08/11
40;2011;26/11/2012;19/09/2011;01/09/11
1;2011;21/05/2013;23/08/2011;01/08/11
10;2011;26/03/2012;25/08/2011;01/08/11
4,5;2011;07/01/2016;07/10/2011;01/10/11
4,2;2011;04/03/2013;04/10/2011;01/10/11
14;2011;;26/08/2011;01/08/11
71,1;2011;27/01/2012;30/09/2011;01/09/11
159,01;2015;21/09/2016;04/11/2015;01/11/15
6;2011;;06/09/2011;01/09/11
21;2011;17/01/2014;26/08/2011;01/08/11
250,56;2015;20/11/2017;27/07/2015;01/07/15
206;2011;;29/08/2011;01/08/11
270,25;2011;17/12/2018;06/09/2011;01/09/11
102;2011;20/07/2012;06/09/2011;01/09/11
93;2011;11/06/2012;01/09/2011;01/09/11
115;2011;03/02/2014;06/09/2011;01/09/11
304;2011;17/06/2013;31/08/2011;01/08/11
8,6;2011;05/07/2016;08/09/2011;01/09/11
16,75;2011;24/12/2018;14/09/2011;01/09/11
27;2011;09/12/2014;04/10/2011;01/10/11
5,25;2011;02/02/2012;31/08/2011;01/08/11
162,88;2011;27/09/2016;31/08/2011;01/08/11
1;2011;;02/09/2011;01/09/11
75,3;2011;02/05/2012;08/09/2011;01/09/11
9;2011;02/02/2012;09/09/2011;01/09/11
112;2011;;01/09/2011;01/09/11
8,8;2011;08/02/2012;02/09/2011;01/09/11
4,9;2011;21/03/2012;02/09/2011;01/09/11
1;2011;21/05/2013;02/09/2011;01/09/11
47;2011;06/07/2012;02/09/2011;01/09/11
73;2011;19/07/2012;12/09/2011;01/09/11
1205,25;2011;15/01/2014;05/09/2011;01/09/11
247;2011;21/12/2011;06/09/2011;01/09/11
915,63;2011;04/12/2014;12/09/2011;01/09/11
39;2013;22/10/2013;12/06/2013;01/06/13
108;2011;31/05/2012;08/09/2011;01/09/11
39;2011;02/05/2012;08/09/2011;01/09/11
516;2011;30/08/2017;08/09/2011;01/09/11
8,25;2011;02/02/2012;15/09/2011;01/09/11
14;2011;21/03/2012;20/09/2011;01/09/11
10;2011;;09/09/2011;01/09/11
4,5;2011;;09/09/2011;01/09/11
3;2011;02/02/2012;09/09/2011;01/09/11
1;2011;;05/10/2011;01/10/11
26,46;2011;;21/09/2011;01/09/11
301,25;2011;10/07/2012;15/09/2011;01/09/11
21;2011;;14/09/2011;01/09/11
21;2011;17/02/2012;16/09/2011;01/09/11
10;2014;09/03/2015;23/11/2014;01/11/14
180;2017;;07/04/2017;01/04/17
48;2011;27/01/2012;30/09/2011;01/09/11
5;2011;10/05/2012;22/09/2011;01/09/11
15,25;2011;06/02/2012;19/09/2011;01/09/11
143;2011;05/06/2012;21/09/2011;01/09/11
456;2011;20/06/2013;16/09/2011;01/09/11
107,55;2011;04/02/2014;27/09/2011;01/09/11
13;2017;03/05/2018;10/04/2017;01/04/17
412,93;2011;23/04/2012;30/09/2011;01/09/11
194,21;2011;01/03/2012;22/09/2011;01/09/11
5,6;2011;22/06/2012;07/10/2011;01/10/11
7;2013;;21/03/2013;01/03/13
43,2;2011;06/07/2012;27/09/2011;01/09/11
103,6;2011;07/02/2012;30/09/2011;01/09/11
14;2012;;11/05/2012;01/05/12
53,46;2011;;27/09/2011;01/09/11
21;2011;;04/10/2011;01/10/11
67,8;2011;16/03/2012;30/09/2011;01/09/11
7,5;2011;02/02/2012;22/09/2011;01/09/11
116,61;2011;07/08/2014;22/09/2011;01/09/11
3;2011;;22/09/2011;01/09/11
8;2011;;29/09/2011;01/09/11
43,2;2011;24/04/2012;23/09/2011;01/09/11
9;2011;;23/09/2011;01/09/11
34;2011;26/10/2011;23/09/2011;01/09/11
3,75;2011;09/12/2014;04/10/2011;01/10/11
4,2;2011;;07/10/2011;01/10/11
1;2011;21/05/2013;03/10/2011;01/10/11
3;2011;;04/10/2011;01/10/11
32,4;2011;30/12/2011;29/09/2011;01/09/11
17;2011;06/12/2011;30/09/2011;01/09/11
4;2011;07/04/2015;30/09/2011;01/09/11
357,2;2011;05/06/2012;05/10/2011;01/10/11
4,5;2011;07/05/2013;03/10/2011;01/10/11
6;2011;;30/09/2011;01/09/11
6;2011;;30/09/2011;01/09/11
27,81;2011;09/09/2013;07/10/2011;01/10/11
210;2011;;10/10/2011;01/10/11
5,25;2011;;10/10/2011;01/10/11
12;2011;29/05/2013;11/10/2011;01/10/11
18,1;2013;09/05/2013;22/03/2013;01/03/13
1;2011;;04/10/2011;01/10/11
6;2011;14/05/2012;10/10/2011;01/10/11
15;2011;;05/10/2011;01/10/11
3;2011;;06/10/2011;01/10/11
2,25;2011;;10/10/2011;01/10/11
55;2011;19/03/2012;07/10/2011;01/10/11
3;2011;13/03/2012;07/10/2011;01/10/11
1;2011;;10/10/2011;01/10/11
11;2011;13/12/2011;11/10/2011;01/10/11
40;2011;02/03/2012;10/10/2011;01/10/11
360;2011;;10/10/2011;01/10/11
253;2011;20/06/2013;10/10/2011;01/10/11
9;2011;06/12/2011;11/10/2011;01/10/11
1,2;2011;08/05/2014;11/10/2011;01/10/11
6;2011;22/03/2012;27/10/2011;01/10/11
9;2011;11/07/2013;14/10/2011;01/10/11
5;2011;02/02/2012;02/11/2011;01/11/11
5;2011;29/11/2011;18/10/2011;01/10/11
24;2011;23/07/2013;17/10/2011;01/10/11
0,6;2011;08/02/2012;25/10/2011;01/10/11
15,5;2011;18/03/2013;14/10/2011;01/10/11
40;2011;11/05/2013;17/10/2011;01/10/11
209;2011;23/01/2012;17/10/2011;01/10/11
9,6;2011;17/07/2013;17/10/2011;01/10/11
4,2;2011;18/03/2013;16/10/2011;01/10/11
3;2011;;20/10/2011;01/10/11
1,2;2011;31/10/2013;24/10/2011;01/10/11
6;2011;14/09/2012;04/11/2011;01/11/11
41;2011;27/02/2012;19/10/2011;01/10/11
16,7;2011;;17/10/2011;01/10/11
179,2;2014;;03/06/2014;01/06/14
7;2011;15/02/2012;19/10/2011;01/10/11
4;2011;31/01/2012;16/11/2011;01/11/11
4;2011;02/02/2012;18/10/2011;01/10/11
13;2011;24/02/2012;18/10/2011;01/10/11
29;2011;26/12/2011;19/10/2011;01/10/11
29;2011;26/12/2011;19/10/2011;01/10/11
10;2011;05/06/2012;19/10/2011;01/10/11
251;2011;12/03/2012;20/10/2011;01/10/11
0,6;2011;;19/10/2011;01/10/11
27;2011;12/04/2012;20/10/2011;01/10/11
35;2011;29/12/2011;20/10/2011;01/10/11
28,5;2011;08/09/2017;19/10/2011;01/10/11
146;2011;23/03/2012;19/10/2011;01/10/11
18;2011;01/03/2012;20/10/2011;01/10/11
7,8;2011;16/01/2012;20/10/2011;01/10/11
141;2011;05/06/2012;19/10/2011;01/10/11
78;2011;01/03/2012;20/10/2011;01/10/11
20;2011;18/04/2012;20/10/2011;01/10/11
254,6;2011;;26/10/2011;01/10/11
3;2011;02/02/2012;23/10/2011;01/10/11
28,6;2011;25/04/2013;21/10/2011;01/10/11
429,98;2011;04/11/2015;20/10/2011;01/10/11
519,8;2011;03/12/2019;20/10/2011;01/10/11
1;2011;06/01/2012;06/11/2011;01/11/11
6;2011;;25/10/2011;01/10/11
24,5;2011;;10/11/2011;01/11/11
13;2011;;25/10/2011;01/10/11
44,58;2016;22/02/2017;08/09/2016;01/09/16
964;2011;;26/10/2011;01/10/11
9;2011;01/04/2013;26/10/2011;01/10/11
1,2;2011;18/07/2013;25/10/2011;01/10/11
12;2011;22/02/2012;26/10/2011;01/10/11
15;2011;27/12/2011;28/10/2011;01/10/11
228;2011;12/06/2012;27/10/2011;01/10/11
10;2011;;27/10/2011;01/10/11
32,4;2011;26/04/2013;28/10/2011;01/10/11
30;2011;28/11/2013;27/10/2011;01/10/11
27;2011;22/12/2011;28/10/2011;01/10/11
8;2011;26/12/2011;03/11/2011;01/11/11
86;2011;25/04/2012;31/10/2011;01/10/11
77;2011;07/03/2012;31/10/2011;01/10/11
593;2011;31/08/2012;31/10/2011;01/10/11
151;2011;02/07/2012;31/10/2011;01/10/11
628;2011;30/03/2012;31/10/2011;01/10/11
1;2011;;31/10/2011;01/10/11
12;2011;15/02/2012;01/11/2011;01/11/11
38;2011;26/01/2012;01/11/2011;01/11/11
20,3;2011;11/05/2012;07/12/2011;01/12/11
171,4;2011;14/04/2012;08/11/2011;01/11/11
79;2011;03/04/2012;01/11/2011;01/11/11
89,44;2017;;07/04/2017;01/04/17
30;2011;23/05/2012;01/11/2011;01/11/11
29;2011;26/12/2011;01/11/2011;01/11/11
4;2011;08/03/2012;03/11/2011;01/11/11
35;2011;31/07/2012;07/11/2011;01/11/11
14;2011;17/02/2012;07/11/2011;01/11/11
10;2011;15/02/2012;04/11/2011;01/11/11
22;2011;;06/11/2011;01/11/11
0,6;2011;26/02/2013;06/11/2011;01/11/11
34;2011;12/03/2012;08/11/2011;01/11/11
56;2011;06/03/2012;07/11/2011;01/11/11
24;2011;25/11/2011;07/11/2011;01/11/11
25;2011;28/02/2012;07/11/2011;01/11/11
38;2011;12/03/2012;07/11/2011;01/11/11
4,5;2011;28/10/2014;06/11/2011;01/11/11
7;2011;05/01/2012;24/11/2011;01/11/11
0,6;2011;07/11/2013;07/11/2011;01/11/11
6;2011;03/03/2015;08/11/2011;01/11/11
3;2011;12/01/2016;07/11/2011;01/11/11
5;2011;06/01/2012;06/11/2011;01/11/11
39;2011;02/05/2012;07/11/2011;01/11/11
26;2011;22/01/2013;07/11/2011;01/11/11
84,75;2011;08/10/2013;07/11/2011;01/11/11
4,5;2011;14/08/2015;07/11/2011;01/11/11
6;2011;14/05/2015;07/11/2011;01/11/11
474,4;2011;05/06/2012;08/11/2011;01/11/11
212,8;2011;02/07/2012;08/11/2011;01/11/11
40;2011;23/01/2012;08/11/2011;01/11/11
20;2011;20/04/2012;08/11/2011;01/11/11
349;2011;12/06/2014;08/12/2011;01/12/11
397,8;2011;28/08/2012;09/11/2011;01/11/11
65;2011;17/04/2012;09/11/2011;01/11/11
6;2011;17/02/2012;10/11/2011;01/11/11
29;2011;26/12/2011;10/11/2011;01/11/11
2,4;2011;;10/11/2011;01/11/11
55,59;2011;17/02/2012;16/11/2011;01/11/11
100;2011;;10/11/2011;01/11/11
108;2011;02/04/2012;11/11/2011;01/11/11
10;2011;26/12/2011;16/11/2011;01/11/11
45,25;2014;19/05/2015;18/07/2014;01/07/14
94;2011;03/02/2012;11/11/2011;01/11/11
72;2011;27/02/2012;11/11/2011;01/11/11
25;2011;;11/11/2011;01/11/11
3397,61;2011;05/07/2016;10/11/2011;01/11/11
71;2011;;10/11/2011;01/11/11
55,59;2011;02/03/2012;17/11/2011;01/11/11
5;2011;;30/11/2011;01/11/11
77;2011;29/03/2012;17/11/2011;01/11/11
36,64;2011;31/08/2012;16/11/2011;01/11/11
85,2;2011;19/04/2012;30/11/2011;01/11/11
4;2012;08/03/2012;25/01/2012;01/01/12
13;2011;09/04/2012;30/11/2011;01/11/11
36,95;2011;08/10/2012;17/11/2011;01/11/11
6;2011;28/06/2012;17/11/2011;01/11/11
81;2011;13/04/2012;18/11/2011;01/11/11
115;2011;23/02/2012;18/11/2011;01/11/11
4;2011;;18/11/2011;01/11/11
88;2011;03/08/2012;18/11/2011;01/11/11
321,23;2011;18/02/2013;17/11/2011;01/11/11
15;2011;26/03/2012;19/12/2011;01/12/11
29,7;2011;;22/11/2011;01/11/11
265;2011;;17/11/2011;01/11/11
25;2011;24/01/2012;21/11/2011;01/11/11
4,5;2011;;17/11/2011;01/11/11
24;2011;21/10/2014;17/11/2011;01/11/11
0,6;2011;08/02/2012;17/11/2011;01/11/11
1,2;2011;;17/11/2011;01/11/11
11,9;2011;16/03/2012;25/11/2011;01/11/11
7;2011;09/01/2012;02/12/2011;01/12/11
7;2011;20/04/2012;22/11/2011;01/11/11
22,7;2011;12/03/2012;22/11/2011;01/11/11
6;2011;14/05/2012;21/11/2011;01/11/11
5;2011;;20/11/2011;01/11/11
52;2011;15/05/2013;21/11/2011;01/11/11
23;2011;15/02/2012;22/11/2011;01/11/11
331,8;2011;;21/11/2011;01/11/11
1796,77;2011;27/11/2012;21/11/2011;01/11/11
278,4;2011;10/10/2012;21/11/2011;01/11/11
204;2011;23/03/2012;23/11/2011;01/11/11
7;2011;14/03/2012;22/11/2011;01/11/11
240;2011;02/04/2012;22/11/2011;01/11/11
76,65;2017;21/09/2017;06/04/2017;01/04/17
144;2011;05/04/2012;22/11/2011;01/11/11
18;2011;09/03/2012;23/11/2011;01/11/11
5;2011;02/02/2012;22/11/2011;01/11/11
20;2011;02/04/2012;30/11/2011;01/11/11
692;2011;;23/11/2011;01/11/11
30;2011;30/04/2012;23/11/2011;01/11/11
6;2011;02/02/2012;23/11/2011;01/11/11
51,3;2011;31/08/2016;30/11/2011;01/11/11
6,8;2011;17/02/2012;24/11/2011;01/11/11
31;2011;;24/11/2011;01/11/11
6;2011;20/05/2013;24/11/2011;01/11/11
15;2011;12/03/2012;25/11/2011;01/11/11
305;2011;05/04/2012;25/11/2011;01/11/11
12;2011;14/03/2012;29/11/2011;01/11/11
4,5;2011;13/05/2013;27/11/2011;01/11/11
23;2011;;25/11/2011;01/11/11
62;2011;06/07/2012;28/11/2011;01/11/11
96;2011;;26/11/2011;01/11/11
75;2011;;27/11/2011;01/11/11
13;2011;28/02/2012;28/11/2011;01/11/11
4;2011;18/04/2012;28/11/2011;01/11/11
6;2011;16/04/2012;28/11/2011;01/11/11
1;2011;12/03/2012;05/12/2011;01/12/11
3;2011;02/02/2012;27/11/2011;01/11/11
80;2011;19/10/2012;28/11/2011;01/11/11
274;2011;;28/11/2011;01/11/11
37;2011;;28/11/2011;01/11/11
1,2;2011;;30/11/2011;01/11/11
20,3;2011;18/07/2012;07/12/2011;01/12/11
15;2011;10/02/2012;30/11/2011;01/11/11
48,8;2011;22/03/2012;29/11/2011;01/11/11
388;2011;29/08/2012;29/11/2011;01/11/11
20;2011;30/03/2012;30/11/2011;01/11/11
144;2011;29/08/2012;30/11/2011;01/11/11
17;2011;25/06/2012;30/11/2011;01/11/11
3;2011;29/03/2012;30/11/2011;01/11/11
4,5;2011;15/10/2014;29/11/2011;01/11/11
16;2011;17/02/2012;30/11/2011;01/11/11
130;2011;;29/11/2011;01/11/11
15,25;2011;08/10/2013;;01/12/99
16;2011;17/02/2016;30/11/2011;01/11/11
17;2011;15/02/2012;02/12/2011;01/12/11
280;2011;09/05/2014;30/11/2011;01/11/11
5;2011;10/12/2014;30/11/2011;01/11/11
48;2011;31/10/2014;30/11/2011;01/11/11
878;2011;17/01/2012;02/12/2011;01/12/11
4,8;2011;;01/12/2011;01/12/11
124;2011;11/06/2012;02/12/2011;01/12/11
10;2011;15/05/2012;02/12/2011;01/12/11
38;2011;28/11/2012;02/12/2011;01/12/11
21,68;2011;04/01/2012;02/12/2011;01/12/11
6;2011;05/04/2012;02/12/2011;01/12/11
60;2011;;01/12/2011;01/12/11
132;2012;03/09/2012;26/01/2012;01/01/12
29;2011;12/03/2012;05/12/2011;01/12/11
61;2011;27/01/2012;07/12/2011;01/12/11
